Date,Open,High,Low,Close,Adj Close,Volume
2020-08-11,103449.000000,104409.000000,102174.000000,102174.000000,102174.000000,9360900
2020-08-12,102176.000000,103116.000000,100698.000000,102118.000000,102118.000000,10114200
2020-08-13,102118.000000,103237.000000,100187.000000,100461.000000,100461.000000,10721300
2020-08-14,100469.000000,101717.000000,100445.000000,101353.000000,101353.000000,8576300
2020-08-17,101348.000000,101689.000000,98513.000000,99595.000000,99595.000000,10816200
2020-08-18,99597.000000,102247.000000,99597.000000,102065.000000,102065.000000,9418700
2020-08-19,102072.000000,102334.000000,100800.000000,100854.000000,100854.000000,10025800
2020-08-20,100853.000000,101749.000000,99131.000000,101468.000000,101468.000000,9405000
2020-08-21,101460.000000,101566.000000,100412.000000,101521.000000,101521.000000,9100200
2020-08-24,101525.000000,102515.000000,101525.000000,102298.000000,102298.000000,7723000
2020-08-25,102293.000000,102708.000000,101623.000000,102118.000000,102118.000000,8170900
2020-08-26,102119.000000,102521.000000,99359.000000,100627.000000,100627.000000,9861200
2020-08-27,100625.000000,101548.000000,99857.000000,100624.000000,100624.000000,7360600
2020-08-28,100631.000000,102347.000000,100631.000000,102143.000000,102143.000000,7665700
2020-08-31,102142.000000,102142.000000,99369.000000,99369.000000,99369.000000,12226100
2020-09-01,99382.000000,102238.000000,99382.000000,102168.000000,102168.000000,9384700
2020-09-02,102168.000000,102824.000000,100872.000000,101911.000000,101911.000000,7557900
2020-09-03,101911.000000,103226.000000,99751.000000,100721.000000,100721.000000,12611000
2020-09-04,100733.000000,101582.000000,98961.000000,101242.000000,101242.000000,11327400
2020-09-08,101239.000000,101239.000000,99373.000000,100050.000000,100050.000000,8479000
2020-09-09,100050.000000,101578.000000,100050.000000,101292.000000,101292.000000,7955600
2020-09-10,101291.000000,101536.000000,98687.000000,98835.000000,98835.000000,8894600
2020-09-11,98839.000000,99435.000000,97758.000000,98363.000000,98363.000000,9107900
2020-09-14,98367.000000,100520.000000,98367.000000,100275.000000,100275.000000,8182100
2020-09-15,100277.000000,100949.000000,99647.000000,100298.000000,100298.000000,9216700
2020-09-16,100299.000000,100663.000000,99663.000000,99676.000000,99676.000000,7139400
2020-09-17,99674.000000,100251.000000,98562.000000,100098.000000,100098.000000,0
2020-09-18,100098.000000,100102.000000,98045.000000,98290.000000,98290.000000,11370300
2020-09-21,98283.000000,98283.000000,95820.000000,96991.000000,96991.000000,9738000
2020-09-22,96995.000000,97684.000000,96390.000000,97294.000000,97294.000000,7281300
2020-09-23,97294.000000,97389.000000,95728.000000,95735.000000,95735.000000,8830700
2020-09-24,95735.000000,97955.000000,95653.000000,97012.000000,97012.000000,9331000
2020-09-25,97011.000000,97012.000000,95632.000000,96999.000000,96999.000000,7351100
2020-09-28,97005.000000,98314.000000,94371.000000,94666.000000,94666.000000,10508900
2020-09-29,94665.000000,95505.000000,93408.000000,93580.000000,93580.000000,8737200
2020-09-30,93586.000000,95340.000000,93584.000000,94603.000000,94603.000000,9454300
2020-10-01,94604.000000,95486.000000,93599.000000,95479.000000,95479.000000,9243500
2020-10-02,95475.000000,95996.000000,93897.000000,94016.000000,94016.000000,8584900
2020-10-05,94019.000000,96414.000000,93984.000000,96089.000000,96089.000000,8616000
2020-10-06,96091.000000,97405.000000,95211.000000,95615.000000,95615.000000,11299600
2020-10-07,95616.000000,96380.000000,94881.000000,95526.000000,95526.000000,9829900
2020-10-08,95530.000000,97938.000000,95530.000000,97920.000000,97920.000000,11163600
2020-10-09,97924.000000,98642.000000,97161.000000,97483.000000,97483.000000,10810500
2020-10-13,97483.000000,98998.000000,97336.000000,98503.000000,98503.000000,7867500
2020-10-14,98502.000000,99571.000000,98501.000000,99334.000000,99334.000000,8891000
2020-10-15,99328.000000,99486.000000,97778.000000,99054.000000,99054.000000,8335200
2020-10-16,99054.000000,99172.000000,98309.000000,98309.000000,98309.000000,7840200
2020-10-19,98310.000000,99917.000000,98310.000000,98658.000000,98658.000000,9929400
2020-10-20,98664.000000,100722.000000,98664.000000,100540.000000,100540.000000,8796000
2020-10-21,100541.000000,101586.000000,100149.000000,100552.000000,100552.000000,8661100
2020-10-22,100553.000000,102020.000000,100457.000000,101918.000000,101918.000000,9556900
2020-10-23,101918.000000,102218.000000,101188.000000,101260.000000,101260.000000,7561100
2020-10-26,101260.000000,101784.000000,99762.000000,101017.000000,101017.000000,8070400
2020-10-27,101017.000000,101660.000000,99414.000000,99606.000000,99606.000000,8672300
2020-10-28,99598.000000,99598.000000,95369.000000,95369.000000,95369.000000,11051600
2020-10-29,95368.000000,96688.000000,93387.000000,96582.000000,96582.000000,12704400
2020-10-30,96579.000000,96579.000000,93559.000000,93952.000000,93952.000000,10643200
2020-11-03,93968.000000,96250.000000,93968.000000,95587.000000,95587.000000,10191800
2020-11-04,95992.000000,98296.000000,95987.000000,97811.000000,97811.000000,10704600
2020-11-05,97873.000000,100922.000000,97872.000000,100774.000000,100774.000000,10455300
2020-11-06,100751.000000,100928.000000,99837.000000,100799.000000,100799.000000,8382800
2020-11-09,100954.000000,105147.000000,100954.000000,103913.000000,103913.000000,17410500
2020-11-10,103516.000000,105758.000000,103453.000000,105351.000000,105351.000000,16665200
2020-11-11,105067.000000,105462.000000,104143.000000,104532.000000,104532.000000,10841000
2020-11-12,104810.000000,105019.000000,102034.000000,102175.000000,102175.000000,10860300
2020-11-13,102509.000000,104707.000000,102509.000000,104512.000000,104512.000000,9772100
2020-11-16,104729.000000,106518.000000,104729.000000,106430.000000,106430.000000,11724300
2020-11-17,106430.000000,107810.000000,105847.000000,107229.000000,107229.000000,10311000
2020-11-18,107246.000000,107467.000000,106217.000000,106483.000000,106483.000000,10337300
2020-11-19,106117.000000,106973.000000,105545.000000,106517.000000,106517.000000,8555700
2020-11-23,106050.000000,107495.000000,106050.000000,107379.000000,107379.000000,9686000
2020-11-24,107378.000000,109956.000000,107361.000000,109786.000000,109786.000000,11934800
2020-11-25,109786.000000,110596.000000,109315.000000,110133.000000,110133.000000,8564700
2020-11-26,110133.000000,110245.000000,109418.000000,110227.000000,110227.000000,6166800
2020-11-27,110229.000000,111603.000000,110161.000000,110575.000000,110575.000000,8790300
2020-11-30,110598.000000,110934.000000,108829.000000,108888.000000,108888.000000,19300000
2020-12-01,108897.000000,111840.000000,108897.000000,111335.000000,111335.000000,11324800
2020-12-02,111402.000000,112315.000000,110579.000000,111814.000000,111814.000000,9814300
2020-12-03,111874.000000,113377.000000,111874.000000,112919.000000,112919.000000,11474200
2020-12-04,112294.000000,113864.000000,112294.000000,113682.000000,113682.000000,8892900
2020-12-07,113751.000000,114531.000000,112629.000000,113625.000000,113625.000000,9633900
2020-12-08,113590.000000,114381.000000,112820.000000,113571.000000,113571.000000,8810900
2020-12-09,113799.000000,114020.000000,112567.000000,112722.000000,112722.000000,8431100
2020-12-10,113002.000000,115262.000000,112732.000000,114992.000000,114992.000000,11803600
2020-12-11,115128.000000,115527.000000,113949.000000,115323.000000,115323.000000,8372300
2020-12-14,115137.000000,115740.000000,114431.000000,114975.000000,114975.000000,8190900
2020-12-15,114613.000000,116390.000000,114613.000000,116146.000000,116146.000000,8195100
2020-12-16,116149.000000,118178.000000,115496.000000,117947.000000,117947.000000,9808100
2020-12-17,117864.000000,119027.000000,117856.000000,118157.000000,118157.000000,7701400
2020-12-18,118395.000000,119370.000000,117639.000000,117679.000000,117679.000000,8636000
2020-12-21,118021.000000,118021.000000,114730.000000,116016.000000,116016.000000,10347100
2020-12-22,115825.000000,116903.000000,115648.000000,116348.000000,116348.000000,6947900
2020-12-23,116636.000000,118311.000000,116636.000000,117857.000000,117857.000000,6483300
2020-12-28,117806.000000,119213.000000,117805.000000,119051.000000,119051.000000,7171700
2020-12-29,119130.000000,119861.000000,118750.000000,119475.000000,119475.000000,6769700
2020-12-30,119410.000000,120150.000000,118919.000000,119306.000000,119306.000000,8235700
2021-01-04,119024.000000,120354.000000,118062.000000,118558.000000,118558.000000,8741400
2021-01-05,118835.000000,119790.000000,116756.000000,119223.000000,119223.000000,9257100
2021-01-06,119377.000000,120924.000000,118917.000000,119851.000000,119851.000000,11638200
2021-01-07,119103.000000,121983.000000,119101.000000,121956.000000,121956.000000,11774800
2021-01-08,122387.000000,125324.000000,122386.000000,125077.000000,125077.000000,11085800
2021-01-11,125075.000000,125075.000000,122506.000000,122807.000000,122807.000000,9537600
2021-01-12,123255.000000,124584.000000,123227.000000,123998.000000,123998.000000,8949000
2021-01-13,123996.000000,124032.000000,121016.000000,122040.000000,122040.000000,10291500
2021-01-14,121947.000000,123896.000000,121947.000000,123481.000000,123481.000000,8974400
2021-01-15,123472.000000,123472.000000,120374.000000,120502.000000,120502.000000,9387600
2021-01-18,120351.000000,122586.000000,120351.000000,121242.000000,121242.000000,7223100
2021-01-19,121250.000000,122120.000000,119257.000000,120673.000000,120673.000000,7886000
2021-01-20,120645.000000,121449.000000,118740.000000,119708.000000,119708.000000,7947300
2021-01-21,119628.000000,120243.000000,117785.000000,118443.000000,118443.000000,8573900
2021-01-22,118318.000000,118318.000000,116109.000000,117172.000000,117172.000000,9373100
2021-01-26,117381.000000,119167.000000,116109.000000,116464.000000,116464.000000,10681400
2021-01-27,116463.000000,117840.000000,114887.000000,115882.000000,115882.000000,12380400
2021-01-28,115882.000000,119314.000000,115734.000000,119314.000000,119314.000000,12065900
2021-01-29,118880.000000,118880.000000,115299.000000,116007.000000,116007.000000,10965200
2021-02-01,115093.000000,117862.000000,115093.000000,117365.000000,117365.000000,8716500
2021-02-02,117520.000000,119805.000000,117519.000000,118234.000000,118234.000000,11625900
2021-02-03,118235.000000,120210.000000,118234.000000,119725.000000,119725.000000,8704300
2021-02-04,119728.000000,120560.000000,118918.000000,119261.000000,119261.000000,8100700
2021-02-05,119261.000000,121117.000000,119261.000000,119925.000000,119925.000000,8208400
2021-02-08,120239.000000,120844.000000,119140.000000,119516.000000,119516.000000,8619100
2021-02-09,119696.000000,119975.000000,118246.000000,119429.000000,119429.000000,7913500
2021-02-10,119472.000000,119738.000000,117970.000000,118430.000000,118430.000000,8644600
2021-02-11,118440.000000,120283.000000,118440.000000,119235.000000,119235.000000,7567400
2021-02-12,119300.000000,119763.000000,118163.000000,119116.000000,119116.000000,7655900
2021-02-17,null,null,null,null,null,null
